code,name,price,trend,momentum,volatility,volume,sr,pattern,sentiment,raw,adj,final,zone,action,weekly_raw,g5,g10,ext,rsi,dist_flags,mct,sector,mcap,avgvol
CSTPF,Arrow Exploration Corp,0.372,13,13,8,15,8,3,5,65,4.0,73.0,Strong,Enter w/ confidence,56,6.4,-1.5,4.4,55.3,0,,Energy,105769808.0,55627.09
JPTE,"JP 3E Holdings, Inc.",0.01,12,14,11,16,4,0,5,62,4.0,72.0,Strong,🔥 COILED: Enter w/ confidence,50,1.0,11.1,5.2,54.8,2,,Technology,6922274.0,630189.46
ASHXF,Progressive Planet Solutions Inc,0.259,17,11,11,10,4,9,4,66,1.0,70.0,Strong,Enter w/ confidence,53,3.6,7.5,4.3,64.1,1,,Basic Materials,30693744.0,26770.33
HRZRF,HRZRF,0.702,14,11,8,17,4,5,5,64,0.0,69.0,Moderate,Enter w/ caution,31,12.9,22.0,11.6,60.7,2,,nan,nan,7871.9
CAMNF,Cascadia Minerals Ltd.,0.236,15,13,5,15,4,5,5,62,-3.0,67.0,Moderate,🔥 COILED: Enter w/ caution,55,5.3,-3.6,3.3,53.2,1,,Basic Materials,47600812.0,119145.61
BACHF,Bank of China Ltd H,0.7,16,10,8,10,6,9,5,64,0.0,67.0,Moderate,Enter w/ caution,64,6.1,8.1,3.4,57.2,1,,Financial Services,225548681216.0,0.0
NAMMW,Namib Minerals Warrants,0.227,17,12,8,10,7,4,5,63,2.0,66.0,Moderate,Enter w/ caution,61,14.3,-1.1,7.2,54.4,1,,nan,nan,50445.26
CWVWF,Lithoquest Resources Inc,0.32,17,11,11,8,6,7,5,65,1.0,66.0,Moderate,Enter w/ caution,64,6.7,6.7,6.7,60.1,0,,Basic Materials,6715161.0,8979.32
MYIDF,Killi Ltd,0.071,18,10,8,14,6,11,5,72,-7.0,65.0,Moderate,Enter w/ caution,63,7.7,9.6,13.6,78.4,2,,Technology,8599467.0,19832.79
STPDF,STPDF,0.17,16,9,12,13,6,7,5,68,-3.0,65.0,Moderate,Enter w/ caution,57,4.1,4.1,4.6,72.5,1,,Energy,33352838.0,4465.89
ACNDF,Ascendas India Trust,0.86,13,10,6,18,6,8,5,66,-6.0,65.0,Moderate,Enter w/ caution,53,6.2,13.2,5.5,59.9,2,,Real Estate,1278747.0,8455.88
VYCO,Vycor Medical Inc,0.069,12,8,9,14,4,7,5,59,2.0,64.0,Moderate,Enter w/ caution,32,0.0,0.0,1.1,56.4,0,,Healthcare,2302723.0,6750.64
SCLXW,Scilex Holding Company,0.21,14,7,6,14,4,9,5,59,4.0,63.0,Moderate,Enter w/ caution,64,8.3,-0.0,15.1,55.0,0,,nan,nan,13966.47
HWAUF,Headwater Gold Inc,0.359,16,10,10,14,7,8,5,70,-7.0,63.0,Moderate,Enter w/ caution,54,5.6,8.5,8.7,61.2,2,,Basic Materials,31129644.0,81314.16
QSEGF,Quantum Secure Encryption Corp.,0.4,16,12,12,14,7,7,4,72,-9.0,63.0,Moderate,Enter w/ caution,61,8.1,2.6,6.2,59.5,2,,Technology,28297236.0,0.0
NKGFF,Nevada King Gold Corp,0.576,8,14,7,17,3,7,5,61,-1.0,63.0,Moderate,Enter w/ caution,55,8.3,7.3,5.9,56.6,1,,Basic Materials,56205472.0,48004.61
SAENF,Solar Alliance Energy Inc,0.008,9,8,5,16,5,11,5,59,0.0,62.0,Moderate,Enter w/ caution,32,9.6,9.6,4.8,57.7,1,,Technology,2361551.0,20117.16
FYMNF,Finlay Minerals Ltd,0.068,11,12,13,9,4,4,4,57,2.0,62.0,Moderate,Enter w/ caution,28,4.9,6.6,4.4,58.3,0,,Basic Materials,11140245.0,6154.27
USBC,"USBC, Inc.",0.364,14,14,9,12,4,7,5,65,-3.0,62.0,Moderate,Enter w/ caution,36,17.4,7.1,8.5,58.3,1,,Technology,141284560.0,1229372.44
LBCMF,Libero Copper & Gold Corporation,0.607,18,14,10,11,6,3,5,67,-5.0,62.0,Moderate,Enter w/ caution,61,11.1,8.3,9.6,61.1,2,,Basic Materials,127678264.0,499847.04
TYPTF,Entropy Neurodynamics Limited,0.028,19,13,11,14,7,7,5,76,-10.8,61.2,Moderate,Enter w/ caution,67,39.5,11.6,25.9,61.8,2,,Healthcare,44875236.0,39394.35
IFUS,Impact Fusion International Inc,0.038,18,10,7,14,4,3,5,61,-1.0,61.0,Moderate,Enter w/ caution,50,23.8,9.2,9.0,55.9,2,,Communication Services,21978616.0,358399.41
BKIRF,Black Iron Inc,0.085,8,15,4,9,6,4,5,51,2.0,61.0,Moderate,Enter w/ caution,60,2.4,7.6,3.7,52.5,0,,Basic Materials,28247768.0,44013.25
FPRGF,Falco Resources Ltd,0.37,15,14,10,15,4,4,5,67,-6.0,61.0,Moderate,Enter w/ caution,57,15.9,8.1,10.7,59.2,2,,Basic Materials,129469904.0,62494.41
BIVIW,BioVie Inc. Warrant,0.446,13,16,1,14,5,6,4,59,2.0,61.0,Moderate,Enter w/ caution,67,27.1,13.8,9.7,54.0,2,,nan,nan,7446.24
CCIIW,Cohen Circle Acquisition Corp. II Warrant,0.8,15,11,6,8,6,2,4,52,4.0,61.0,Moderate,Enter w/ caution,61,11.3,1.3,6.9,57.7,0,,nan,3795000.0,11516.64
TLSIW,TriSalus Life Sciences Inc.,0.9,11,13,8,15,4,3,2,56,4.0,61.0,Moderate,Enter w/ caution,41,15.5,5.9,8.8,57.6,1,,nan,nan,3460.94
TUGHF,Tungtex (Holdings) Company Limited,0.039,17,9,5,18,4,8,5,66,-11.0,60.0,Moderate,Enter w/ caution,67,19.3,19.3,17.1,100.0,2,,Consumer Cyclical,17591634.0,12.5
TRRE,Terra Energy Res,0.04,15,7,11,10,6,4,2,55,0.0,60.0,Moderate,🔥 COILED: Enter w/ caution,61,0.0,0.0,1.1,56.6,0,,Real Estate,14875703.0,5092.95
CVAT,Cavitation Techs Inc,0.033,15,11,13,11,4,3,5,62,-2.0,60.0,Moderate,Enter w/ caution,50,10.0,10.0,9.7,67.7,2,,Industrials,10220784.0,475458.44
PFSF,Pacific Software Inc,0.056,13,10,9,10,8,3,2,55,2.0,60.0,Moderate,Enter w/ caution,68,12.2,21.7,10.7,54.9,2,,Healthcare,43313012.0,0.0
SXLXF,SXLXF,0.059,12,7,9,13,8,2,2,53,2.0,60.0,Moderate,🔥 COILED: Enter w/ caution,38,8.9,8.9,4.8,52.3,1,,Basic Materials,9385532.0,0.0
OGGIF,Orthogonal Global Group Inc,0.101,15,6,3,15,6,7,5,57,0.0,60.0,Moderate,Enter w/ caution,51,15.1,-20.8,0.2,52.4,0,,Financial Services,nan,6571.17
EMOTF,Emerita Resources Corp,0.265,16,15,10,10,7,3,5,66,-6.0,60.0,Moderate,Enter w/ caution,33,17.1,3.2,7.9,59.1,1,,Basic Materials,75683600.0,124739.99
HOVRW,New Horizon Aircraft Ltd,0.393,11,12,7,10,3,5,3,51,4.0,60.0,Moderate,🔥 COILED: Enter w/ caution,53,7.7,4.5,5.1,53.2,0,,nan,nan,68362.1
GBAT,Grayscale Basic Attention Token Trust,0.65,15,9,6,17,5,3,5,60,2.0,60.0,Moderate,Enter w/ caution,48,10.9,9.8,8.8,56.5,1,,nan,nan,22459.81
AXREF,Amarc Resources Ltd,0.7,10,16,8,8,3,7,3,55,2.0,60.0,Moderate,Enter w/ caution,49,6.1,-1.4,3.1,54.5,0,,Basic Materials,157729152.0,75787.28
AQB,AquaBounty Technologies Inc,0.99,11,12,10,12,6,2,4,57,-1.0,60.0,Moderate,Enter w/ caution,41,7.7,4.8,4.6,55.7,2,,Consumer Defensive,5095217.0,39704.32
FUNN,Amfil Technologies,0.004,15,13,7,18,7,10,5,75,-17,59,Moderate,Enter w/ caution,73,52.0,90.0,46.9,68.7,2,7,Industrials,2769059.0,1649227.37
XITO,Xenous Holdings Inc,0.014,12,11,9,14,4,4,4,58,-2.0,59.0,Moderate,Enter w/ caution,50,0.0,0.0,4.7,65.2,0,,Financial Services,10643500.0,3686.0
PTEFF,Pioneering Technology Corp,0.02,12,7,10,10,6,7,2,54,-3.0,59.0,Moderate,🔥 COILED: Enter w/ caution,58,0.0,0.0,2.0,53.7,1,,Industrials,1120834.0,3018.45
WLMTF,Wuling Motors Holdings Limited,0.051,14,11,10,10,4,4,5,58,2.0,59.0,Moderate,Enter w/ caution,30,10.9,4.5,7.0,57.9,0,,Consumer Cyclical,180991760.0,58998.23
GRDAF,Guardforce AI Co. Limited,0.048,17,12,11,13,4,7,5,69,-10.0,59.0,Moderate,Enter w/ caution,37,24.1,17.4,13.6,62.0,2,,Basic Materials,3859003.0,90969.13
HCNWF,Hypercharge Networks Corp.,0.068,14,12,9,16,8,2,3,64,-6.0,59.0,Moderate,Enter w/ caution,62,6.2,-2.9,2.0,52.2,2,,Consumer Cyclical,9415520.0,40963.69
XTPT,Xtra Energy Corp,0.24,15,12,3,14,5,5,5,59,2.0,59.0,Moderate,Enter w/ caution,28,20.0,57.6,19.1,59.7,2,,Basic Materials,52269132.0,87176.0
ABPO,"Abpro Holdings, Inc.",0.227,17,7,8,13,7,2,5,59,2.0,59.0,Moderate,Enter w/ caution,42,11.3,10.7,6.2,54.1,2,,Healthcare,1338402.0,557414.76
BMLQF,Boab Metals Ltd,0.3,15,16,9,10,4,7,5,66,-3.0,59.0,Moderate,Enter w/ caution,54,11.1,7.1,8.8,58.0,1,,Basic Materials,172906272.0,20045.02
ENDGF,Endurance Gold Corporation,0.35,10,11,6,14,6,2,5,54,2.0,59.0,Moderate,🔥 COILED: Enter w/ caution,51,0.0,2.9,0.6,51.7,0,,Basic Materials,70008624.0,31952.39
BPSCF,BPSCF,0.643,12,13,12,7,4,2,4,54,2.0,59.0,Moderate,Enter w/ caution,50,6.6,7.2,5.2,57.9,1,,nan,nan,0.0
ILDO,International Daleco Corp,0.009,11,8,8,10,4,7,2,50,0.0,58.0,Moderate,🔥 COILED: Enter w/ caution,49,0.0,0.0,0.9,51.6,0,,Basic Materials,409453.0,5536.83
XCRT,Union Dental Holdings Inc,0.014,13,9,7,12,4,7,2,54,3.0,58.0,Moderate,Enter w/ caution,59,22.7,22.7,14.8,66.7,2,,Healthcare,5387131.0,96354.67
AAM,AA Mission Acquisition Corp.,0.04,16,14,11,13,6,3,5,68,-11.0,58.0,Moderate,Enter w/ caution,36,16.2,23.4,14.1,59.9,2,,Financial Services,468762848.0,539979.35
MVMDF,Mountain Valley MD Holdings Inc,0.056,13,10,9,13,7,6,4,62,-9.0,58.0,Moderate,🔥 COILED: Enter w/ caution,46,1.6,1.5,1.2,52.4,1,,Healthcare,19816444.0,140537.81
TGGCF,TGGCF,0.082,14,16,5,7,8,5,5,60,-3.0,58.0,Moderate,Enter w/ caution,39,2.4,0.4,4.6,53.2,1,,Basic Materials,6629959.0,0.0
IDBDF,IDBDF,0.101,15,5,9,12,6,6,5,58,-5.0,58.0,Moderate,🔥 COILED: Enter w/ caution,0,0.0,0.3,5.8,56.8,1,,Technology,3304674.0,0.0
