code,name,price,trend,momentum,volatility,volume,sr,pattern,sentiment,raw,adj,final,zone,action,weekly_raw,g5,g10,ext,rsi,dist_flags,mct,sector,mcap,avgvol
IAUFF,AIC Mines Limited,0.6,19,8,5,18,6,12,5,73,4.0,82.0,Strong,Enter w/ confidence,78,13.2,5.3,11.6,75.6,0,,Basic Materials,478571936.0,3587.25
AUMTF,Aurelia Metals Limited,0.29,18,7,13,18,6,12,5,79,-6.0,76.0,Strong,Enter w/ confidence,69,11.4,11.4,12.7,77.8,2,,Basic Materials,490612384.0,6724.31
AAGAF,Silver47 Exploration Corp.,0.566,15,9,8,18,6,12,5,73,-3.0,75.0,Strong,Enter w/ confidence,56,16.7,27.4,19.9,71.6,2,,nan,nan,446511.03
SAENF,Solar Alliance Energy Inc,0.009,14,14,4,16,8,4,5,65,3.0,71.0,Strong,Enter w/ confidence,46,1.1,14.8,13.3,61.7,2,,Technology,2715784.0,20514.5
ZCRMF,Golden Cross Resources Inc,0.125,13,11,10,18,4,7,5,68,-1.0,70.0,Strong,Enter w/ confidence,37,11.4,5.5,9.3,57.8,1,,Basic Materials,8846023.0,130586.74
TDRRF,Tudor Gold Corp,0.724,15,11,7,18,6,12,5,74,-4.0,70.0,Strong,Enter w/ confidence,61,9.2,4.8,10.7,67.4,1,,Basic Materials,298508192.0,208832.23
EMPYF,Empress Royalty Corp,0.741,17,10,8,15,7,7,5,69,2.0,69.0,Moderate,Enter w/ caution,59,7.0,8.4,9.9,72.0,1,,Basic Materials,101555056.0,382951.98
MMTMF,Monument Mining Limited,0.751,16,6,7,18,6,9,5,67,-1.0,69.0,Moderate,Enter w/ caution,68,11.8,19.2,18.9,73.6,2,,Basic Materials,260009984.0,92860.01
PEXZF,Pacific Ridge Exploration Ltd,0.16,13,14,6,17,5,9,5,69,-1.0,68.0,Moderate,Enter w/ caution,49,14.3,6.7,8.8,59.1,1,,Basic Materials,15564067.0,105961.5
FMANF,Freeman Gold Corp,0.291,19,12,6,15,6,6,5,69,-4.0,68.0,Moderate,Enter w/ caution,61,0.3,3.2,7.8,63.7,1,,Basic Materials,90596016.0,69666.21
TKOI,Telkonet Inc,0.027,15,12,10,13,9,4,2,65,-3.0,66.0,Moderate,Enter w/ caution,61,3.8,1.9,4.3,53.9,1,,Technology,7719673.0,421874.54
IVCTF,Invictus Energy Limited,0.045,12,14,9,9,3,7,5,59,2.0,66.0,Moderate,🔥 COILED: Enter w/ caution,35,8.9,13.5,5.5,52.5,2,,Energy,81099720.0,124363.12
ARWYF,Arway Corporation,0.048,14,13,2,18,8,7,5,67,-6.0,66.0,Moderate,Enter w/ caution,58,8.6,44.7,12.9,55.9,2,,Technology,1878625.0,10071.67
MGAFF,Mega Uranium Ltd.,0.47,15,11,7,17,4,3,5,62,3.0,66.0,Moderate,Enter w/ caution,53,9.3,14.6,12.2,66.6,2,,Energy,180903296.0,131257.77
BACHF,Bank of China Ltd H,0.69,16,10,7,10,6,8,4,61,2.0,66.0,Moderate,Enter w/ caution,59,5.0,5.7,3.0,53.9,0,,Financial Services,222326554624.0,0.0
AGCI,American Gold & Copper Inc.,0.035,15,11,9,17,5,5,5,67,-6.2,65.8,Moderate,Enter w/ caution,63,29.6,30.6,22.6,64.5,2,,Communication Services,25067604.0,1146448.27
EVLI,Everlert Inc,0.035,15,11,9,17,5,5,5,67,-6.2,65.8,Moderate,Enter w/ caution,64,29.6,30.6,22.6,64.5,2,,Communication Services,20054084.0,1146448.27
THXPF,Thor Explorations Ltd,1.0,16,8,7,17,7,9,5,69,-4.2,65.8,Moderate,Enter w/ caution,45,28.2,22.0,21.5,75.6,2,,Basic Materials,666573120.0,155537.17
WTHVF,Westhaven Gold Corp,0.292,18,11,6,15,6,6,5,67,-2.0,65.0,Moderate,Enter w/ caution,69,3.4,9.6,11.5,68.0,2,,Basic Materials,72320784.0,109336.53
NEWH,Newhydrogen Inc,0.017,8,16,7,12,4,5,5,57,2.0,64.0,Moderate,🔥 COILED: Enter w/ caution,23,-3.4,-0.6,3.7,52.8,1,,Industrials,13837066.0,1802345.24
YGTFF,Gold Terra Resource Corp,0.149,13,10,7,18,4,9,5,66,-2.0,64.0,Moderate,Enter w/ caution,52,14.5,13.7,12.5,68.4,2,,Basic Materials,75707912.0,139170.76
TAWNF,Thai Airways International Public Company Limited,0.182,11,14,6,16,4,2,4,57,4.0,64.0,Moderate,Enter w/ caution,40,3.9,7.4,6.0,56.9,1,,Industrials,4841009152.0,203874.89
EULIF,European Lithium Limited,0.262,18,10,7,15,4,5,5,64,0.0,64.0,Moderate,Enter w/ caution,61,16.6,15.3,17.7,65.5,2,,Basic Materials,453013824.0,2039686.53
SRCRF,Scorpio Gold Corp,0.25,12,13,5,13,8,7,5,63,1.0,64.0,Moderate,Enter w/ caution,38,13.6,19.0,15.1,67.7,2,,Basic Materials,75741048.0,325356.43
MDNGF,Midnight Sun Mining Corp,0.52,14,14,8,17,3,7,5,68,-5.0,64.0,Moderate,Enter w/ caution,24,6.1,5.0,10.0,61.9,1,,Basic Materials,112159784.0,119626.73
SBDXF,SED Energy Holdings Plc,0.889,16,11,5,16,4,5,4,61,3.0,64.0,Moderate,Enter w/ caution,39,2.8,5.2,4.6,60.0,0,,Energy,667571648.0,5755.38
ELRE,Yinfu Gold Corporation,1.0,14,6,11,15,4,11,4,65,-1.0,64.0,Moderate,Enter w/ caution,63,5.3,5.3,4.5,59.7,1,,Communication Services,121983992.0,0.0
MTDTF,MTDTF,0.022,12,11,8,10,3,6,5,55,2.0,63.0,Moderate,Enter w/ caution,31,20.4,22.5,9.6,54.3,2,,nan,nan,54375.89
MATAF,Matador Technologies Inc.,0.022,12,11,8,10,3,6,5,55,2.0,63.0,Moderate,Enter w/ caution,31,20.4,22.5,9.6,54.3,2,,nan,nan,54375.89
MJGCF,Majestic Gold Corp,0.08,11,11,8,15,4,4,5,58,0.0,63.0,Moderate,Enter w/ caution,36,12.7,10.1,11.7,65.1,2,,Basic Materials,76010232.0,141885.58
QQCMF,QQCMF,0.075,12,14,6,15,8,5,5,65,-5.0,63.0,Moderate,Enter w/ caution,37,19.4,0.0,5.9,54.1,0,,nan,nan,189099.32
WNRS,Winners Inc,0.823,11,9,11,11,6,8,2,58,-3.0,63.0,Moderate,🔥 COILED: Enter w/ caution,55,0.0,0.0,1.1,54.2,1,,Consumer Cyclical,43730092.0,120227.0
SFIO,Starfleet Innotech Inc,0.002,16,10,7,18,6,8,5,70,-7.5,62.5,Moderate,Enter w/ caution,71,41.7,13.3,36.3,68.0,2,,Financial Services,1799483.0,756029.53
IFUS,Impact Fusion International Inc,0.05,16,14,6,18,6,0,5,65,-4.0,62.0,Moderate,Enter w/ caution,63,8.2,2.0,14.6,63.0,1,,Communication Services,26958278.0,350336.96
POSAF,POSaBIT Systems Corp,0.056,17,13,6,16,4,0,5,61,-4.0,62.0,Moderate,Enter w/ caution,71,9.8,19.1,18.3,59.1,2,,Technology,9081191.0,35141.98
ENDMF,Enduro Metals Corporation,0.128,14,11,10,15,5,7,4,66,-2.0,62.0,Moderate,Enter w/ caution,45,6.2,6.2,6.2,60.7,1,,Basic Materials,15397300.0,32541.81
STPDF,STPDF,0.17,16,4,11,9,6,11,4,61,-2.0,62.0,Moderate,Enter w/ caution,55,0.0,0.0,2.3,63.3,0,,Energy,33352838.0,4482.48
ASHXF,Progressive Planet Solutions Inc,0.276,17,3,7,15,7,8,5,62,0.0,62.0,Moderate,Enter w/ caution,70,5.7,4.5,5.5,73.8,0,,Basic Materials,32708390.0,26430.33
MYRUF,Myriad Uranium Corp.,0.346,13,14,10,14,8,4,2,65,-6.0,62.0,Moderate,Enter w/ caution,52,3.3,6.9,4.7,55.0,1,,Basic Materials,37710920.0,281169.37
CEIEF,Coelacanth Energy Inc.,0.571,14,11,11,9,3,6,3,57,2.0,62.0,Moderate,Enter w/ caution,30,1.5,4.0,1.6,56.1,0,,Energy,362012896.0,20141.37
TRCK,Track Group Inc,0.64,8,9,7,17,8,2,2,53,4.0,62.0,Moderate,Enter w/ caution,58,8.5,-4.5,1.7,50.5,0,,Technology,26454520.0,7042.33
TSE,Trinseo SA,0.84,15,14,8,9,4,6,3,59,2.0,62.0,Moderate,Enter w/ caution,51,13.5,9.1,6.4,59.7,2,,Basic Materials,8278525.0,9936908.63
EMUS,Electric Metals (USA) Limited,0.175,16,14,9,18,4,7,5,73,-11.2,61.8,Moderate,Enter w/ caution,36,30.5,43.0,25.2,64.3,2,,Basic Materials,35319504.0,79358.45
STBMF,St Barbara Limited,0.497,17,8,6,18,6,10,5,70,-13.5,61.5,Moderate,Enter w/ caution,55,18.3,15.9,21.7,81.5,2,,Basic Materials,724228416.0,6661.97
MSET,Madison Sports & Entertainment Inc,0.009,9,11,10,16,4,0,5,55,3.0,61.0,Moderate,Enter w/ caution,39,1.1,2.3,3.5,60.8,0,,Financial Services,450588.0,17670.02
BASA,Basanite Inc,0.019,13,9,11,11,8,2,5,59,2.0,61.0,Moderate,Enter w/ caution,34,5.6,5.6,7.7,58.5,0,,Basic Materials,5083655.0,164295.82
ABDXF,Abingdon Health Plc,0.148,13,11,8,14,3,8,5,62,-4.0,61.0,Moderate,Enter w/ caution,49,5.4,4.6,4.9,60.5,1,,Healthcare,36295116.0,3889.25
LUXFF,Luxxfolio Holdings Inc,0.21,17,11,6,13,6,7,5,65,-7.0,61.0,Moderate,Enter w/ caution,65,23.5,9.4,17.8,65.7,2,,Financial Services,6965104.0,12272.52
IDXMF,IDEX Metals Corp.,0.421,16,3,6,15,7,9,5,61,0.0,61.0,Moderate,Enter w/ caution,64,9.3,74.7,30.8,73.6,2,,nan,nan,32456.49
AHIX,ALUF Holdings Inc,0.004,14,10,10,7,8,5,5,59,1.0,60.0,Moderate,Enter w/ caution,39,16.7,16.7,10.3,66.0,2,,Technology,6087479.0,26068.92
NSHSF,Nanosphere Health Sciences Inc,0.01,13,9,11,7,6,2,2,50,2.0,60.0,Moderate,🔥 COILED: Enter w/ caution,37,0.0,0.0,0.3,53.3,0,,Healthcare,102752.0,514.38
CVHL,Cv Holdings Inc,0.02,14,8,4,16,6,6,2,56,-1.0,60.0,Moderate,Enter w/ caution,72,10.6,-0.5,11.3,57.7,1,,Financial Services,1281835.0,18060.27
WCCP,Wealthcraft Capital Inc,0.065,9,10,8,15,4,5,5,56,-1.0,60.0,Moderate,Enter w/ caution,60,2.0,9.7,4.4,59.4,2,,Industrials,9483844.0,2793.52
VIORF,Vior Inc,0.08,16,13,4,11,8,3,5,60,2.0,60.0,Moderate,Enter w/ caution,34,4.4,4.6,7.0,58.4,0,,Basic Materials,32500400.0,28630.66
