code,name,price,trend,momentum,volatility,volume,sr,pattern,sentiment,raw,adj,final,zone,action,weekly_raw,g5,g10,ext,rsi,dist_flags,mct,sector,mcap,avgvol
CBWTF,Auxly Cannabis Group Inc,0.117,17,14,6,15,7,11,5,75,1.0,76.0,Strong,Enter w/ confidence,69,7.3,4.5,6.6,61.8,0,,Healthcare,160559392.0,762991.03
SFGRF,SFGRF,0.873,13,14,13,11,8,6,5,70,1.0,76.0,Strong,Enter w/ confidence,42,9.2,5.8,5.8,58.0,1,,Financial Services,5366756864.0,0.0
NRGT,Energy Today Inc,0.009,16,12,9,10,4,9,3,63,3.0,71.0,Strong,Enter w/ confidence,35,5.9,69.8,11.7,62.7,2,,Consumer Defensive,629768.0,80021.06
AGSS,Ameriguard Security Services Inc.,0.02,12,11,13,14,3,8,4,65,-3.0,70.0,Strong,Enter w/ confidence,36,0.0,7.0,3.0,56.2,1,,Industrials,1883608.0,18764.3
ILDO,International Daleco Corp,0.009,13,6,11,13,4,9,5,61,0.0,69.0,Moderate,🔥 COILED: Enter w/ caution,42,0.0,0.0,1.4,53.9,0,,Basic Materials,414106.0,6529.65
NTWOW,Newbury Street II Acquisition Corp Warrant,0.244,16,8,6,14,8,7,5,64,0.0,69.0,Moderate,Enter w/ caution,51,28.4,28.4,16.6,77.2,2,,nan,nan,0.0
LINIF,LINIF,0.666,15,8,8,11,6,7,5,60,3.0,68.0,Moderate,Enter w/ caution,63,3.4,19.4,7.8,63.9,2,,nan,nan,8428.22
BWLKF,Boardwalktech Software Corp,0.04,17,13,12,8,8,2,5,65,-1.0,65.0,Moderate,Enter w/ caution,55,11.1,5.3,8.0,56.8,2,,Technology,2461244.0,30695.19
CCFLU,Community Choice Financial Holdings LLC,0.035,17,12,9,15,6,1,5,65,0.0,65.0,Moderate,Enter w/ caution,65,16.7,16.7,16.1,58.1,2,,Financial Services,nan,41758.09
EGPLF,Eagle Plains Resources Ltd,0.16,18,14,12,10,4,3,3,64,-1.0,63.0,Moderate,Enter w/ caution,58,14.2,14.3,9.7,59.3,2,,Basic Materials,17280334.0,69821.38
FGIWW,FGI Industries Ltd. Warrant,0.04,15,10,12,13,3,7,5,65,-3.0,62.0,Moderate,Enter w/ caution,46,14.5,14.5,12.6,71.6,2,,nan,nan,0.0
NUEPF,NUEPF,0.12,14,14,9,17,6,2,5,67,-8.0,62.0,Moderate,Enter w/ caution,44,8.3,7.8,7.6,57.0,0,,nan,nan,10214.03
TBVPF,Thai Beverage Public Company Limited,0.346,11,8,11,12,4,4,5,55,2.0,62.0,Moderate,🔥 COILED: Enter w/ caution,39,0.0,0.0,1.0,52.8,0,,Consumer Defensive,8777360384.0,0.0
MSGY,Masonglory Limited Ordinary Shares,0.584,13,15,3,9,9,1,5,55,2.0,62.0,Moderate,Enter w/ caution,42,-2.4,19.5,12.1,59.5,2,,Industrials,7963155.0,866370.75
NIOVF,Plato Gold Corp,0.022,14,12,11,11,4,2,5,59,-1.0,61.0,Moderate,Enter w/ caution,48,26.5,25.7,19.4,70.6,2,,Basic Materials,3921317.0,13560.62
