code,name,price,trend,momentum,volatility,volume,sr,pattern,sentiment,raw,adj,final,zone,action,weekly_raw,g5,g10,ext,rsi,dist_flags,mct,sector,mcap,avgvol
BGAVF,Bravada Gold Corporation,0.648,17,11,8,11,6,11,5,69,4.0,76.0,Strong,Enter w/ confidence,69,9.0,11.9,10.1,59.6,2,,Basic Materials,17259826.0,144924.46
CSTPF,Arrow Exploration Corp,0.38,17,13,8,15,9,3,5,70,2.0,72.0,Strong,Enter w/ confidence,65,8.6,2.7,5.9,57.3,0,,Energy,111487096.0,56823.59
HRZRF,HRZRF,0.702,14,11,8,17,4,5,5,64,0.0,69.0,Moderate,Enter w/ caution,31,12.9,22.0,11.6,60.7,2,,nan,nan,7871.9
SHCAY,Sharp Corp ADR,0.992,16,12,11,10,6,7,5,67,-1.0,66.0,Moderate,Enter w/ caution,47,5.6,12.6,7.2,59.9,2,,Technology,2571254528.0,6478.55
YGRAF,Yangarra Resources Ltd,0.99,19,17,5,15,4,4,5,69,-3.0,66.0,Moderate,Enter w/ caution,46,5.9,1.0,4.0,57.7,0,,Energy,104518136.0,51274.87
GOGR,Go Green Global Tech,0.05,16,9,14,16,6,7,5,73,-6.0,65.0,Moderate,Enter w/ caution,65,24.8,24.8,23.8,77.6,2,,Industrials,5986754.0,46645.04
ORFDF,Orefinders Resources Inc,0.093,14,12,12,10,4,3,5,60,0.0,65.0,Moderate,Enter w/ caution,55,6.0,4.4,4.6,63.9,0,,Basic Materials,22350132.0,57791.21
AXREF,Amarc Resources Ltd,0.7,10,10,8,16,4,7,5,60,2.0,65.0,Moderate,Enter w/ caution,50,2.9,-1.4,2.8,54.5,0,,Basic Materials,157764144.0,75754.78
NILTF,NILTF,0.068,17,12,11,12,3,7,5,67,-3.0,64.0,Moderate,Enter w/ caution,38,6.9,12.1,9.7,58.4,2,,nan,8170931.0,130636.85
LLLI,Lamperd Less Lethal,0.004,12,13,6,16,4,0,5,56,4.0,63.0,Moderate,Enter w/ caution,45,-2.2,10.0,10.5,53.8,2,,Industrials,1099125.0,46841.5
IFUS,Impact Fusion International Inc,0.038,18,12,7,14,4,3,5,63,-1.0,63.0,Moderate,Enter w/ caution,50,23.8,9.2,9.0,55.9,2,,Communication Services,21978616.0,357162.18
IQEPF,IQE PLC,0.6,10,14,10,14,8,4,5,65,-3.0,63.0,Moderate,Enter w/ caution,52,10.3,-4.6,5.3,52.7,2,,Technology,798353472.0,1264308.6
BACHF,Bank of China Ltd H,0.7,16,11,8,7,6,9,3,60,0.0,63.0,Moderate,Enter w/ caution,64,0.0,7.7,3.0,57.2,0,,Financial Services,225548681216.0,0.0
JPTE,"JP 3E Holdings, Inc.",0.01,12,8,11,14,9,3,3,60,-1.0,62.0,Moderate,🔥 COILED: Enter w/ caution,50,10.0,4.2,3.7,53.8,0,,Technology,6853052.0,625767.12
DRCR,Dear Cashmere Holding Company,0.013,8,13,7,15,5,0,5,53,4.0,62.0,Moderate,Enter w/ caution,42,2.4,5.0,4.2,52.7,1,,Technology,680985.0,104288.59
