code,name,price,trend,momentum,volatility,volume,sr,pattern,sentiment,raw,adj,final,zone,action,weekly_raw,g5,g10,ext,rsi,dist_flags,mct,sector,mcap,avgvol
HGHAF,High Arctic Energy Services Inc,0.68,15,11,6,17,6,9,5,69,0.0,74.0,Strong,Enter w/ confidence,58,6.2,6.2,5.7,67.8,0,,Energy,8633932.0,2483.0
NUMD,Nu-Med Plus Inc,0.012,13,14,10,17,3,3,5,65,1.0,71.0,Strong,Enter w/ confidence,41,5.5,22.1,8.5,64.6,2,,Healthcare,967491.0,8071.57
BIXIW,Bitcoin Infrastructure Acquisition Corp Ltd. Warrant,0.316,15,14,11,11,8,5,5,69,4.0,71.0,Strong,Enter w/ confidence,0,17.2,15.1,12.7,59.4,2,,nan,nan,0.0
SLND-WT,SLND-WT,0.036,13,10,11,14,8,5,5,66,1.5,70.5,Strong,Enter w/ confidence,43,13.3,17.0,20.1,54.6,2,,nan,nan,47010.51
COCHW,Envoy Medical Inc.,0.05,16,11,10,15,4,2,5,63,4.0,70.0,Strong,Enter w/ confidence,54,4.8,4.8,5.6,57.4,0,,nan,nan,29270.51
KRTL,KRTL Holding Group Inc,0.068,13,12,8,17,4,4,5,63,2.0,68.0,Moderate,Enter w/ caution,59,0.0,60.7,10.3,57.2,2,,Industrials,6108801.0,46046.21
SENT,AdvisorShares Trust - AdvisorShares Alpha DNA Equity Sentiment ETF,0.71,12,14,10,12,5,4,4,61,2.0,68.0,Moderate,🔥 COILED: Enter w/ caution,24,0.7,0.7,0.5,54.3,1,,nan,nan,685958.0
NWPG,Newport Gold Inc,0.012,20,12,9,10,6,5,5,67,-1.2,66.8,Moderate,Enter w/ caution,60,22.0,25.8,27.7,60.2,2,,Basic Materials,3121035.0,670799.49
CSCMY,COSCO SHIPPING International (Singapore) Co. Ltd,0.54,19,8,4,18,6,8,5,68,-6.5,66.5,Moderate,Enter w/ caution,67,25.6,25.6,21.3,79.4,2,,Industrials,483676928.0,0.0
FMANF,Freeman Gold Corp,0.235,15,11,11,15,4,4,5,65,-4.0,66.0,Moderate,Enter w/ caution,49,13.5,7.3,7.2,59.0,2,,Basic Materials,72292224.0,111922.54
ASPSZ,Altisource Portfolio Solutions S.A.,0.28,14,11,7,18,6,3,5,64,-3.2,65.8,Moderate,Enter w/ caution,50,7.7,21.8,24.4,62.0,2,,nan,nan,15971.71
BLLYF,Bluejay Mining plc,0.012,12,16,7,14,4,0,5,58,2.0,65.0,Moderate,🔥 COILED: Enter w/ caution,38,7.9,11.8,6.1,53.8,2,,Basic Materials,62952744.0,2721415.64
IDKFF,ThreeD Capital Inc,0.078,13,14,7,17,4,0,3,58,-3.0,65.0,Moderate,🔥 COILED: Enter w/ caution,53,-3.7,-1.3,1.9,52.0,1,,Financial Services,7364912.0,61126.64
AUMTF,Aurelia Metals Limited,0.218,13,14,6,8,8,6,3,58,2.0,65.0,Moderate,🔥 COILED: Enter w/ caution,61,7.5,8.1,4.1,53.3,2,,Basic Materials,370008320.0,7959.17
JSDA,Jones Soda Co,0.289,13,16,8,14,6,3,5,65,2.0,65.0,Moderate,Enter w/ caution,57,1.5,9.2,3.9,55.2,1,,Consumer Defensive,32783534.0,166753.09
BACCR,Blue Acquisition Corp. Right,0.78,18,8,8,18,6,12,5,75,-15,65,Moderate,Enter w/ caution,73,85.7,122.9,84.9,84.1,2,8,nan,nan,0.0
XCRT,Union Dental Holdings Inc,0.011,9,14,10,15,6,3,5,62,1.0,64.0,Moderate,Enter w/ caution,38,23.9,11.2,8.9,57.1,2,,Healthcare,4735462.0,105425.67
MSRM,Mushrooms Inc.,0.018,14,6,13,14,4,7,5,63,1.0,64.0,Moderate,Enter w/ caution,48,11.1,18.4,10.6,60.2,2,,Consumer Defensive,809008.0,49664.8
BZRD,Giant Motorsports Inc,0.058,11,7,11,14,6,5,5,59,0.0,64.0,Moderate,🔥 COILED: Enter w/ caution,59,0.0,5.7,2.6,55.4,0,,Financial Services,42164124.0,132771.77
BCTXZ,BriaCell Therapeutics Corp. Warrant,0.095,11,11,10,17,3,3,5,60,-1.0,64.0,Moderate,Enter w/ caution,42,19.2,18.8,15.5,72.1,2,,nan,nan,40702.37
SDHIR,Siddhi Acquisition Corp Right,0.242,17,11,4,12,4,6,5,59,0.0,64.0,Moderate,🔥 COILED: Enter w/ caution,40,27.4,21.0,12.1,54.7,2,,nan,nan,0.0
HUNGF,Huaneng Power International Inc,0.951,15,5,12,12,6,6,5,61,-3.0,63.0,Moderate,🔥 COILED: Enter w/ caution,62,0.0,0.0,2.1,76.5,0,,Utilities,18279417856.0,0.0
APGP,AmpliPay Group Inc.,0.108,13,14,5,16,4,4,5,61,-1.8,62.2,Moderate,Enter w/ caution,59,0.0,44.1,25.9,57.2,2,,Technology,1228833.0,926.25
ANNAW,"AleAnna, Inc. Warrant",0.31,10,11,9,16,4,2,2,54,2.0,62.0,Moderate,🔥 COILED: Enter w/ caution,61,10.6,-0.1,5.9,52.4,0,,nan,nan,80067.23
