code,name,price,trend,momentum,volatility,volume,sr,pattern,sentiment,raw,adj,final,zone,action,weekly_raw,g5,g10,ext,rsi,dist_flags,mct,sector,mcap,avgvol
CYIO,CYIOS Corporation,0.002,14,14,10,17,4,7,5,71,0.0,76.0,Strong,Enter w/ confidence,50,11.1,17.6,18.3,62.8,2,,Healthcare,675188.0,1673037.6
MTDTF,MTDTF,0.025,11,12,11,11,3,7,5,60,4.0,70.0,Strong,🔥 COILED: Enter w/ confidence,26,0.4,22.4,6.1,53.0,2,,nan,nan,51425.91
MATAF,Matador Technologies Inc.,0.025,11,12,11,11,3,7,5,60,4.0,70.0,Strong,🔥 COILED: Enter w/ confidence,26,0.4,22.4,6.1,53.0,2,,nan,nan,51425.91
ARSRF,AIS Corporation Limited,0.279,9,11,6,15,3,7,5,56,4.0,68.0,Moderate,Enter w/ caution,41,2.4,9.5,4.1,54.1,1,,Basic Materials,407955616.0,2856.69
BSTK,Brite-Strike Tactical Illumination Products Inc,0.02,18,7,4,18,6,5,5,63,-1.0,67.0,Moderate,Enter w/ caution,67,25.0,5.3,16.5,71.8,0,,Industrials,1451002.0,14049.18
MGHCF,Minco Capital Corp,0.103,15,7,4,17,7,8,5,63,1.0,67.0,Moderate,Enter w/ caution,73,14.3,28.6,17.2,66.1,2,,Financial Services,4317588.0,8234.29
ARWYF,Arway Corporation,0.047,14,11,5,13,4,7,5,59,4.0,66.0,Moderate,Enter w/ caution,48,24.6,7.4,19.0,57.0,0,,Technology,1493648.0,13320.04
DGIPF,DGIPF,0.196,10,14,10,14,4,2,5,59,2.0,66.0,Moderate,🔥 COILED: Enter w/ caution,0,11.1,12.7,6.3,52.2,2,,nan,nan,0.0
BZRD,Giant Motorsports Inc,0.065,12,13,10,13,6,5,5,64,-3.8,65.2,Moderate,Enter w/ caution,65,19.3,18.4,21.2,65.9,2,,Financial Services,32097258.0,128399.28
BSDGF,Bosideng International Holdings Limited,0.655,15,7,8,14,6,9,5,64,1.0,65.0,Moderate,Enter w/ caution,60,6.7,9.7,10.5,64.2,1,,Consumer Cyclical,7611457024.0,5523.02
AUMTF,Aurelia Metals Limited,0.266,17,10,7,14,6,11,5,70,-5.8,64.2,Moderate,Enter w/ caution,62,18.6,13.0,20.6,66.6,2,,Basic Materials,349314912.0,7671.53
VPLM,Voip-Pal.Com Inc,0.01,8,16,7,12,8,2,2,55,4.0,64.0,Moderate,🔥 COILED: Enter w/ caution,55,6.7,6.7,3.3,54.7,1,,Communication Services,36648680.0,2220428.01
VYYRF,Voyageur Pharmaceuticals Ltd,0.11,11,9,12,17,8,4,5,66,-7.0,64.0,Moderate,Enter w/ caution,51,10.0,10.0,17.9,68.8,2,,Healthcare,17947588.0,5747.27
OMLAF,oOh!media Limited,1.0,15,8,11,11,6,4,3,58,1.0,64.0,Moderate,🔥 COILED: Enter w/ caution,58,0.0,0.0,0.6,67.8,0,,Communication Services,528211776.0,2197.0
HGHAF,High Arctic Energy Services Inc,0.68,17,6,5,14,6,9,5,62,1.0,63.0,Moderate,Enter w/ caution,58,7.9,0.0,3.9,61.8,0,,Energy,8633932.0,3245.0
BIOE,Bio Essence Corporation,0.27,12,7,11,11,3,8,5,57,0.0,62.0,Moderate,🔥 COILED: Enter w/ caution,54,0.0,0.0,0.4,48.5,0,,Healthcare,12638431.0,2745.3
ASBPW,"Aspire Biopharma Holdings, Inc.",0.022,11,14,5,9,8,4,5,56,2.0,61.0,Moderate,Enter w/ caution,49,-8.8,9.0,6.3,52.8,2,,nan,nan,29712.73
LIGA,Lig Assets Inc.,0.04,17,8,12,17,6,12,5,77,-21.0,61.0,Moderate,Enter w/ caution,67,33.3,33.3,32.4,77.8,2,,Communication Services,2534249.0,90187.18
CGDXF,Xali Gold Corp,0.18,14,13,9,11,3,6,2,58,2.0,61.0,Moderate,🔥 COILED: Enter w/ caution,43,2.9,2.9,1.7,53.2,0,,Basic Materials,28870532.0,14962.84
SCLXW,Scilex Holding Company,0.21,16,9,7,16,4,2,5,59,2.0,61.0,Moderate,Enter w/ caution,54,7.9,29.2,18.3,57.4,2,,nan,nan,16786.95
MOAEY,Mongolia Energy Corp Ltd ADR,0.421,15,6,10,9,6,2,5,53,0.0,61.0,Moderate,🔥 COILED: Enter w/ caution,58,0.0,0.0,3.7,50.0,0,,Basic Materials,15840196.0,3.0
TMDE,TMD Energy Limited,0.9,10,11,10,11,7,4,5,58,2.0,61.0,Moderate,Enter w/ caution,36,0.0,5.9,6.0,54.3,0,,Energy,21208500.0,3070018.39
PRVCF,PreveCeutical Medical Inc,0.014,15,12,8,14,4,3,5,61,-6.0,60.0,Moderate,Enter w/ caution,37,37.3,29.6,19.7,57.3,2,,Healthcare,8374617.0,39021.99
ADMQ,ADM Endeavors Inc,0.042,17,8,6,17,4,2,5,59,-4.0,60.0,Moderate,Enter w/ caution,60,27.2,32.0,18.0,68.2,2,,Industrials,6499337.0,110814.78
NIMU,Non-Invasive Monitoring Systems Inc,0.09,18,14,10,11,6,8,5,72,-17,60,Moderate,Enter w/ caution,63,50.0,28.6,26.7,62.3,2,10,Financial Services,11610800.0,54834.63
PATRF,PATRF,0.3,16,5,7,12,6,11,5,62,2.0,60.0,Moderate,Enter w/ caution,50,5.3,36.6,7.6,59.8,2,,nan,nan,0.0
IAUFF,AIC Mines Limited,0.5,15,13,10,7,6,6,3,60,1.0,60.0,Moderate,Enter w/ caution,63,6.4,-2.0,3.5,61.0,1,,Basic Materials,374881312.0,3556.75
SFGRF,SFGRF,0.95,15,13,8,9,4,5,5,59,1.0,60.0,Moderate,Enter w/ caution,46,4.4,4.4,7.0,64.8,0,,Financial Services,6373023744.0,15194.75
CYGGF,Cygnus Metals Limited,0.097,11,8,9,15,8,3,5,59,-3.0,59.0,Moderate,Enter w/ caution,41,0.1,8.4,1.7,51.9,2,,Basic Materials,118683600.0,44594.62
NOEMR,CO2 Energy Transition Corp. Right,0.2,12,11,8,15,8,0,3,57,2.0,59.0,Moderate,Enter w/ caution,53,5.3,33.2,16.5,55.7,2,,nan,nan,0.0
CMPNF,Champion Real Estate Investment Trust,0.34,15,8,11,9,6,4,3,56,-2.0,59.0,Moderate,🔥 COILED: Enter w/ caution,51,0.0,0.0,0.3,68.7,1,,Real Estate,1907400832.0,0.0
SENGF,SINOPEC Engineering (Group) Co. Ltd.,0.784,12,6,11,11,4,2,3,49,2.0,59.0,Moderate,🔥 COILED: Enter w/ caution,30,0.0,0.0,0.0,50.8,0,,Industrials,3444475392.0,46.53
VMHG,Victory Marine Holdings Corp,0.03,15,6,10,13,7,7,5,63,-3.0,58.0,Moderate,Enter w/ caution,52,25.0,0.0,9.6,55.0,1,,Consumer Cyclical,8876794.0,3328975.67
SVROF,Silver Predator Corp,0.093,15,7,8,12,6,4,5,57,-2.0,58.0,Moderate,Enter w/ caution,49,0.0,0.0,3.4,66.8,0,,Basic Materials,3646725.0,3237.5
STPDF,STPDF,0.163,16,5,6,12,4,7,5,55,0.0,58.0,Moderate,Enter w/ caution,47,0.0,8.9,2.8,59.3,1,,Energy,32038342.0,4465.27
WTHVF,Westhaven Gold Corp,0.212,11,13,8,11,3,6,4,56,-3.0,58.0,Moderate,🔥 COILED: Enter w/ caution,61,0.8,5.4,3.4,54.1,1,,Basic Materials,55080864.0,107620.92
SPSTF,Singapore Post Limited,0.25,17,6,7,12,4,4,5,55,-2.0,58.0,Moderate,🔥 COILED: Enter w/ caution,28,0.0,0.0,1.1,62.7,0,,Industrials,563105792.0,0.0
OSHDF,Oshidori International Holdings Limited,0.31,15,6,11,7,6,2,3,50,0.0,58.0,Moderate,🔥 COILED: Enter w/ caution,56,0.0,0.0,1.8,50.0,0,,Financial Services,2152479744.0,111.04
ASLM,American Silver Mining Co,0.345,19,7,7,15,4,5,5,62,-2.0,58.0,Moderate,Enter w/ caution,48,16.9,11.3,9.4,65.2,2,,Basic Materials,nan,1785888.0
CLSKW,"CleanSpark, Inc. Warrant",0.35,13,14,5,12,5,7,3,59,-1.0,58.0,Moderate,Enter w/ caution,50,10.4,41.1,14.6,58.5,2,,nan,nan,194724.33
PBCRF,PT Bank Central Asia Tbk,0.4,14,7,8,15,1,6,5,56,2.0,58.0,Moderate,Enter w/ caution,51,20.1,28.4,14.0,57.3,2,,Financial Services,49150496768.0,0.0
ZDPY,Zoned Properties Inc,0.469,10,10,9,15,4,6,4,58,-1.0,58.0,Moderate,Enter w/ caution,55,0.4,3.1,0.4,50.9,1,,Real Estate,6181809.0,8812.63
TSE,Trinseo SA,0.83,15,10,10,8,5,2,5,55,2.0,58.0,Moderate,Enter w/ caution,48,3.7,5.1,5.0,59.4,1,,Basic Materials,8278525.0,9032013.63
IGPK,Integrated Cannabis Solutions Inc,0.001,15,6,5,14,9,3,5,57,0.5,57.5,Moderate,Enter w/ caution,54,25.0,66.7,25.2,60.7,2,,Healthcare,21573064.0,6280341.65
MLECW,Moolec Science SA Warrant,0.022,6,15,6,15,4,6,5,57,-8.0,57.0,Moderate,Enter w/ caution,40,43.2,-33.5,19.8,53.5,0,,nan,nan,367963.01
GOGR,Go Green Global Tech,0.044,16,11,10,15,6,8,5,71,-14.0,57.0,Moderate,Enter w/ caution,66,11.0,11.0,15.9,62.8,3,,Industrials,5326891.0,47440.98
CHKMF,Cohiba Minerals Limited,0.06,15,6,4,14,6,5,2,52,0.0,57.0,Moderate,🔥 COILED: Enter w/ caution,53,27.4,53.2,3.3,51.9,2,,Basic Materials,401050464.0,18946.42
PSGCF,Pinnacle Silver and Gold Corp.,0.077,10,12,10,9,6,5,5,57,-3.0,57.0,Moderate,Enter w/ caution,35,0.4,1.7,1.3,52.0,1,,Basic Materials,12341812.0,23631.94
TRRXF,TNR Gold Corp,0.19,11,11,11,14,1,6,3,57,-3.0,57.0,Moderate,Enter w/ caution,56,0.0,0.0,1.0,53.7,1,,Basic Materials,45235536.0,70535.0
ASAGF,Australian Agricultural Company Ltd,0.95,17,10,7,11,4,7,5,61,0.0,57.0,Moderate,Enter w/ caution,60,1.1,1.1,2.1,71.8,0,,Consumer Defensive,572628352.0,2640.38
KJFI,Comjoyful International Company,0.974,13,7,11,10,4,4,5,54,-5.0,57.0,Moderate,🔥 COILED: Enter w/ caution,45,0.0,0.0,0.9,51.4,1,,Healthcare,211514688.0,227.55
