code,name,price,trend,momentum,volatility,volume,sr,pattern,sentiment,raw,adj,final,zone,action,weekly_raw,g5,g10,ext,rsi,dist_flags,mct,sector,mcap,avgvol
SLND-WT,SLND-WT,0.036,13,10,11,14,8,5,5,66,1.5,70.5,Strong,Enter w/ confidence,43,13.3,17.0,20.1,54.6,2,,nan,nan,47010.51
BLLYF,Bluejay Mining plc,0.012,14,10,8,15,5,7,5,64,2.0,66.0,Moderate,Enter w/ caution,42,0.0,13.6,7.1,56.0,2,,Basic Materials,56116708.0,2718347.98
MSRM,Mushrooms Inc.,0.018,14,11,13,14,4,4,5,65,1.0,66.0,Moderate,Enter w/ caution,48,5.9,0.0,11.8,60.2,0,,Consumer Defensive,809008.0,49664.8
TMGEF,Thermal Energy International Inc,0.117,17,10,6,11,5,5,5,59,2.0,66.0,Moderate,🔥 COILED: Enter w/ caution,52,7.0,9.5,4.2,56.7,1,,Industrials,19985574.0,31022.13
RVP,Retractable Technologies Inc,0.705,15,12,10,14,7,3,5,66,-5.0,66.0,Moderate,🔥 COILED: Enter w/ caution,53,3.7,0.7,2.2,55.0,1,,Healthcare,21105698.0,86368.21
HUNGF,Huaneng Power International Inc,0.951,15,5,12,15,6,6,5,64,-3.0,66.0,Moderate,🔥 COILED: Enter w/ caution,62,0.0,0.0,2.3,76.5,0,,Utilities,18279417856.0,0.0
BZRD,Giant Motorsports Inc,0.058,13,7,11,14,7,5,5,62,0.0,65.0,Moderate,Enter w/ caution,59,3.6,5.7,2.9,55.4,0,,Financial Services,42164124.0,132771.77
LQMT,Liquidmetal Technologies Inc,0.207,17,9,6,14,7,7,5,65,-2.0,63.0,Moderate,Enter w/ caution,64,14.9,8.9,13.2,65.5,1,,Industrials,189786288.0,647469.66
BIXIW,Bitcoin Infrastructure Acquisition Corp Ltd. Warrant,0.29,13,10,10,10,9,4,5,61,-3.0,63.0,Moderate,🔥 COILED: Enter w/ caution,0,15.1,5.5,4.7,53.4,0,,nan,nan,0.0
LINIF,LINIF,0.65,13,13,11,13,6,4,5,65,2.0,63.0,Moderate,Enter w/ caution,61,2.1,0.9,2.9,59.4,0,,nan,nan,8491.11
HEGLF,Peak Minerals Limited,0.021,16,7,6,13,8,5,5,60,2.0,62.0,Moderate,Enter w/ caution,39,17.7,87.3,18.8,59.3,2,,Basic Materials,60454632.0,7865.46
ELMSQ,"Electric Last Mile Solutions, Inc.",0.129,13,7,7,12,5,6,4,54,2.0,62.0,Moderate,Enter w/ caution,43,0.0,0.1,5.7,51.5,0,,Consumer Cyclical,12774844.0,10030.42
APCOF,New Tech Minerals Corp,0.176,8,14,9,12,6,4,4,57,-1.0,62.0,Moderate,Enter w/ caution,50,3.5,8.4,4.0,54.0,2,,Basic Materials,14982522.0,86160.9
MONI,World Oil Group,0.006,16,8,6,17,6,12,5,70,-13.5,61.5,Moderate,Enter w/ caution,65,28.9,87.1,42.0,76.2,2,,Industrials,3648109.0,1257555.3
RMDFF,Richmond Minerals Inc,0.083,15,6,11,9,6,2,4,53,0.0,61.0,Moderate,🔥 COILED: Enter w/ caution,55,0.0,0.0,1.6,50.0,0,,Basic Materials,6735049.0,3006.62
HPAIW,Helport AI Limited Warrants,0.125,11,7,11,10,4,6,4,53,0.0,61.0,Moderate,🔥 COILED: Enter w/ caution,34,0.0,0.0,2.2,53.2,0,,nan,nan,16380.83
DEMCF,Discovery Energy Metals Corp.,0.2,18,12,5,16,6,6,5,68,-7.0,61.0,Moderate,Enter w/ caution,65,20.4,4.4,18.6,61.7,1,,Basic Materials,15537331.0,31191.33
ROYTL,Pacific Coast Oil Trust,0.15,13,7,5,16,7,3,5,56,2.0,61.0,Moderate,Enter w/ caution,45,0.0,15.4,12.2,56.0,2,,Energy,5787474.0,11602.36
ALSA,Alpha Star Acquisition Corp,0.56,19,10,7,10,6,12,5,69,-8.0,61.0,Moderate,Enter w/ caution,38,7.7,7.7,8.6,72.5,1,,Financial Services,49542480.0,40403.0
ARWYF,Arway Corporation,0.042,8,16,3,15,8,0,5,55,2.0,60.0,Moderate,Enter w/ caution,40,-9.5,21.4,11.5,53.7,2,,Technology,1646541.0,14914.39
MAPPF,ProStar Holdings Inc,0.141,16,11,5,15,7,7,5,66,-4.0,60.0,Moderate,Enter w/ caution,63,5.0,8.8,9.2,61.4,2,,Technology,22723486.0,71196.25
CMPNF,Champion Real Estate Investment Trust,0.34,15,8,11,9,6,4,4,57,-2.0,60.0,Moderate,🔥 COILED: Enter w/ caution,55,0.0,0.0,1.3,68.7,1,,Real Estate,1907400832.0,0.0
OLGPF,Olam Group Limited,0.997,15,3,5,14,6,11,5,59,-2.0,60.0,Moderate,Enter w/ caution,65,0.0,0.0,5.1,67.9,0,,Consumer Defensive,3833401600.0,810.0
DAAQW,Digital Asset Acquisition Corp.,0.48,15,11,4,17,8,3,5,63,-8.5,59.5,Moderate,Enter w/ caution,46,32.8,32.8,22.3,59.2,2,,nan,nan,20288.49
PRMD,Primemd Inc,0.001,15,6,11,7,6,2,4,51,0.0,59.0,Moderate,🔥 COILED: Enter w/ caution,54,0.0,0.0,0.3,50.0,0,,Healthcare,20348.0,135.6
SCYYF,Scandium International Mining Corp,0.1,9,13,9,9,8,4,2,54,2.0,59.0,Moderate,Enter w/ caution,60,25.0,11.1,6.2,52.1,2,,Basic Materials,35732748.0,95815.97
OBAWW,Oxley Bridge Acquisition Limited Warrants,0.216,18,11,7,10,8,10,5,69,-13.0,59.0,Moderate,Enter w/ caution,46,2.1,2.1,1.9,94.6,0,,nan,nan,0.0
SIMAW,SIM Acquisition Corp. I Warrant,0.38,14,7,6,10,4,4,4,49,2.0,59.0,Moderate,🔥 COILED: Enter w/ caution,40,0.0,46.0,4.3,53.7,2,,nan,nan,26699.41
MDCXW,Medicus Pharma Ltd. Warrant,0.68,12,7,11,7,4,7,4,52,2.0,59.0,Moderate,🔥 COILED: Enter w/ caution,23,0.0,0.0,0.2,49.6,0,,nan,nan,1820.7
SYBX,Synlogic Inc,0.701,8,8,3,18,9,4,5,55,-1.0,59.0,Moderate,Enter w/ caution,59,-2.6,-6.5,1.0,53.1,1,,Healthcare,8199345.0,48864.81
DOCMF,Dr. Martens plc,0.97,14,4,8,9,3,11,3,52,2.0,59.0,Moderate,🔥 COILED: Enter w/ caution,58,0.0,0.4,1.1,58.7,0,,Consumer Cyclical,928373952.0,9435.61
IFBC,Blast Applications,0.002,12,9,6,15,7,3,5,57,1.0,58.0,Moderate,Enter w/ caution,62,15.0,43.8,14.3,61.8,2,,Consumer Defensive,2443053.0,474645.13
SRCH,Searchlight Minerals Corp,0.006,13,6,9,9,8,4,5,54,-1.0,58.0,Moderate,🔥 COILED: Enter w/ caution,53,3.3,-1.6,2.0,54.5,1,,Basic Materials,2301563.0,27327.89
FLRLF,FluroTech Ltd.,0.005,15,6,10,7,6,2,4,50,0.0,58.0,Moderate,🔥 COILED: Enter w/ caution,53,0.0,0.0,0.9,50.0,0,,Healthcare,116027.0,3.05
GOGR,Go Green Global Tech,0.038,14,14,6,11,6,2,3,56,2.0,58.0,Moderate,Enter w/ caution,59,26.7,90.0,19.6,57.2,2,,Industrials,3599251.0,46377.73
AEMLF,AEMLF,0.08,15,6,10,7,6,2,4,50,0.0,58.0,Moderate,🔥 COILED: Enter w/ caution,50,0.0,0.0,0.9,50.0,0,,Energy,14325099.0,9309.47
OSHDF,Oshidori International Holdings Limited,0.31,15,6,10,7,6,2,4,50,0.0,58.0,Moderate,🔥 COILED: Enter w/ caution,61,0.0,0.0,8.7,50.0,0,,Financial Services,2152479744.0,81.04
BURUW,Nuburu Inc,0.029,12,14,7,11,4,2,5,55,-0.5,57.5,Moderate,Enter w/ caution,56,-3.3,52.6,25.3,53.6,2,,nan,nan,108727.45
KRTL,KRTL Holding Group Inc,0.065,13,13,7,14,4,2,5,58,-1.0,57.0,Moderate,Enter w/ caution,55,-3.6,12.1,7.3,55.2,2,,Industrials,5873499.0,45940.52
GPATW,GP-Act III Acquisition Corp. Warrants,0.202,15,8,6,10,6,10,5,60,-3.0,57.0,Moderate,Enter w/ caution,36,9.2,9.2,8.0,78.6,1,,nan,nan,18908.08
QSEAR,Quartzsea Acquisition Corporation,0.22,12,13,4,7,8,3,5,52,2.0,57.0,Moderate,🔥 COILED: Enter w/ caution,51,0.0,0.0,3.1,51.9,1,,nan,nan,0.0
EUBG,Entrepreneur Universe Bright Group,0.455,16,11,5,10,6,3,5,56,3.0,57.0,Moderate,Enter w/ caution,54,6.3,3.9,3.0,60.2,1,,Industrials,77403824.0,3652.03
CBGZF,Cabral Gold Inc,0.677,15,17,2,8,4,6,5,57,-3.0,57.0,Moderate,🔥 COILED: Enter w/ caution,48,2.4,-0.9,2.3,52.8,1,,Basic Materials,204628464.0,247690.89
