code,name,price,trend,momentum,volatility,volume,sr,pattern,sentiment,raw,adj,final,zone,action,weekly_raw,g5,g10,ext,rsi,dist_flags,mct,sector,mcap,avgvol
TRRXF,TNR Gold Corp,0.2,14,14,10,18,6,12,5,79,-2.0,82.0,Strong,Enter w/ confidence,64,5.3,5.3,5.6,62.9,1,,Basic Materials,47616356.0,57806.01
SLVMF,Silver Mines Limited,0.11,14,11,11,15,4,7,5,67,1.0,73.0,Strong,Enter w/ confidence,35,22.2,27.8,16.2,58.7,2,,Consumer Defensive,244131152.0,42643.8
EATR,Eastern Asteria Inc,0.001,12,14,10,18,4,2,5,65,-1.0,70.0,Strong,Enter w/ confidence,63,10.0,0.0,10.8,56.1,1,,Financial Services,3061576.0,2770012.0
SENT,AdvisorShares Trust - AdvisorShares Alpha DNA Equity Sentiment ETF,0.72,13,12,10,16,6,7,4,68,1.0,70.0,Strong,Enter w/ confidence,33,0.7,1.4,1.0,63.0,0,,nan,nan,674618.5
MLMLF,McFarlane Lake Mining Limited,0.281,19,13,7,16,6,7,5,73,-5.2,68.8,Moderate,Enter w/ caution,69,15.9,9.0,21.4,66.6,2,,Basic Materials,135065344.0,607347.47
ENDGF,Endurance Gold Corporation,0.37,16,9,7,16,7,9,5,69,-2.0,67.0,Moderate,Enter w/ caution,57,5.7,8.8,8.3,62.7,1,,Basic Materials,74009120.0,32024.89
HWAUF,Headwater Gold Inc,0.338,15,11,12,13,6,7,5,69,-1.0,66.0,Moderate,Enter w/ caution,42,8.6,1.9,6.1,57.0,2,,Basic Materials,29308182.0,84538.35
RFAIR,RF Acquisition Corp II Right,0.117,13,7,5,16,6,8,5,60,-1.0,64.0,Moderate,Enter w/ caution,57,6.5,17.2,11.3,73.0,2,,nan,nan,17892.28
CGDXF,Xali Gold Corp,0.18,16,8,10,13,0,6,4,57,2.0,64.0,Moderate,🔥 COILED: Enter w/ caution,43,2.9,2.9,1.3,53.2,0,,Basic Materials,28870532.0,14962.84
ASHXF,Progressive Planet Solutions Inc,0.25,12,12,9,10,4,4,4,55,4.0,64.0,Moderate,🔥 COILED: Enter w/ caution,54,3.7,2.5,2.5,54.7,0,,Basic Materials,29627166.0,0.0
CDTAF,Carl Data Solutions Inc,0.027,14,7,8,15,4,7,5,60,-5.0,63.0,Moderate,🔥 COILED: Enter w/ caution,37,7.9,7.9,2.6,54.0,2,,Technology,3795488.0,10518.47
HOWL,Werewolf Therapeutics Inc,0.427,14,12,7,16,3,7,5,64,-4.0,63.0,Moderate,Enter w/ caution,22,16.0,6.0,15.2,59.7,1,,Healthcare,20750840.0,669739.95
ARLSF,Argo Living Soils Corp,0.744,17,13,6,12,6,8,5,67,-5.0,63.0,Moderate,Enter w/ caution,60,8.6,7.4,9.2,65.4,1,,Basic Materials,18812904.0,33903.56
CETY,"Clean Energy Technologies, Inc. Common Stock",0.919,14,12,7,15,9,4,5,66,-3.0,63.0,Moderate,Enter w/ caution,60,4.6,7.9,3.1,54.5,1,,Industrials,11185518.0,2127461.0
CYIO,CYIOS Corporation,0.002,11,11,8,15,5,4,5,59,0.0,62.0,Moderate,Enter w/ caution,49,0.0,12.5,3.8,53.7,2,,Healthcare,607669.0,1664634.98
BIOE,Bio Essence Corporation,0.27,14,7,11,11,3,8,3,57,0.0,62.0,Moderate,🔥 COILED: Enter w/ caution,54,0.0,0.0,0.3,48.5,0,,Healthcare,12638431.0,2744.3
CRANR,Crane Harbor Acquisition Corp. II Rights,0.25,18,11,6,15,6,0,5,61,1.0,62.0,Moderate,Enter w/ caution,0,8.7,10.8,10.7,61.4,2,,nan,nan,0.0
CMPNF,Champion Real Estate Investment Trust,0.34,15,8,11,9,6,4,3,56,1.0,62.0,Moderate,🔥 COILED: Enter w/ caution,51,0.0,0.0,0.2,68.7,1,,Real Estate,1907400832.0,0.0
NNRRF,NRC Group ASA,0.839,11,10,9,13,4,2,3,52,2.0,62.0,Moderate,🔥 COILED: Enter w/ caution,47,0.0,0.0,0.7,53.1,0,,Industrials,192700192.0,141.0
NUMD,Nu-Med Plus Inc,0.018,15,6,6,15,7,6,5,60,3.0,61.0,Moderate,Enter w/ caution,50,0.0,5.1,12.9,65.7,0,,Healthcare,1537291.0,9072.83
CBWTF,Auxly Cannabis Group Inc,0.132,15,8,7,12,9,7,5,63,-2.0,61.0,Moderate,Enter w/ caution,69,2.3,8.2,4.4,61.7,1,,Healthcare,189230704.0,714943.47
VOLMF,VOLMF,0.164,12,9,8,16,3,4,5,57,-1.0,61.0,Moderate,Enter w/ caution,0,11.7,-4.3,6.0,57.1,0,,nan,nan,0.0
SPSTF,Singapore Post Limited,0.25,17,7,12,11,4,1,3,55,1.0,61.0,Moderate,🔥 COILED: Enter w/ caution,28,0.0,0.0,0.8,62.7,0,,Industrials,563105792.0,0.0
CSTPF,Arrow Exploration Corp,0.38,17,11,7,14,8,5,5,67,-6.0,61.0,Moderate,Enter w/ caution,64,8.6,18.8,7.1,57.9,2,,Energy,108628456.0,54360.09
CCIIW,Cohen Circle Acquisition Corp. II Warrant,0.8,17,12,12,9,6,2,5,63,-2.0,61.0,Moderate,Enter w/ caution,56,0.0,5.3,3.2,61.9,0,,nan,3795000.0,12335.5
JPTE,"JP 3E Holdings, Inc.",0.01,12,10,11,14,5,3,5,60,-1.0,60.0,Moderate,Enter w/ caution,49,2.1,10.0,5.2,54.3,2,,Technology,6818440.0,656580.93
CCFLU,Community Choice Financial Holdings LLC,0.044,18,7,11,9,6,4,5,60,0.0,60.0,Moderate,Enter w/ caution,67,6.1,8.7,10.9,73.2,1,,Financial Services,nan,44436.53
IHAI,Innovative Holdings Alliance Inc,0.135,16,11,3,15,8,2,5,60,2.0,60.0,Moderate,Enter w/ caution,58,-3.9,-15.6,16.3,58.2,0,,Financial Services,8109654.0,15610.01
GIXXR,GigCapital9 Corp. Rights,0.32,14,13,5,14,6,2,2,56,4.0,60.0,Moderate,Enter w/ caution,0,6.7,18.5,7.4,54.5,2,,nan,nan,0.0
IAUFF,AIC Mines Limited,0.49,16,7,9,7,6,8,2,55,0.0,60.0,Moderate,🔥 COILED: Enter w/ caution,63,4.3,4.3,1.0,54.6,0,,Basic Materials,390833728.0,3562.75
KTGDF,K2 Gold Corporation,0.535,13,10,9,9,4,8,5,58,-3.0,60.0,Moderate,🔥 COILED: Enter w/ caution,45,3.9,-1.8,1.8,53.9,2,,Basic Materials,129597792.0,28893.63
SENGF,SINOPEC Engineering (Group) Co. Ltd.,0.784,11,10,11,11,4,2,3,52,0.0,60.0,Moderate,🔥 COILED: Enter w/ caution,30,0.0,0.0,0.0,50.8,0,,Industrials,3444475392.0,46.53
OMLAF,oOh!media Limited,1.0,15,8,10,11,6,4,3,57,-2.0,60.0,Moderate,🔥 COILED: Enter w/ caution,58,0.0,0.0,0.4,67.8,0,,Communication Services,528211776.0,2197.0
NIMU,Non-Invasive Monitoring Systems Inc,0.091,16,12,9,12,6,6,5,66,-6.2,59.8,Moderate,Enter w/ caution,63,16.7,40.0,22.9,60.1,2,,Financial Services,14087769.0,56035.14
OPHRF,Ophir Gold Corp.,0.025,11,13,2,16,6,7,4,59,4.0,59.0,Moderate,Enter w/ caution,50,15.8,26.4,11.2,54.6,2,,Basic Materials,2487165.0,15536.07
